Vía de acceso;Comunidad autónoma de destino;Motivo del viaje;Tipo de alojamiento;Forma de organización del viaje;Duración del viaje;País de residencia;Periodo;Total
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M06;869.516
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M05;825.349
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M04;776.506
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M03;534.761
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M02;358.474
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M01;261.356
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M12;262.017
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M11;412.826
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M10;712.641
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M09;590.218
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M08;599.415
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M07;440.308
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M06;214.623
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M05;107.248
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M04;36.296
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M03;18.391
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M02;12.865
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M01;26.103
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2020M12;29.740
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2020M11;27.419
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2020M10;108.875
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2020M09;143.691
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2020M08;321.058
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2020M07;293.748
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2020M06;7.573
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2020M05;.
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2020M04;.
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2020M03;248.738
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2020M02;501.150
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2020M01;450.936
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2019M12;415.343
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2019M11;482.460
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2019M10;1.057.439
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2019M09;1.213.838
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2019M08;1.299.669
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2019M07;1.147.142
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2019M06;1.087.866
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2019M05;1.022.682
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2019M04;989.148
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2019M03;697.984
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2019M02;473.477
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2019M01;450.480
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2018M12;431.221
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2018M11;497.009
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2018M10;989.967
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2018M09;1.124.739
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2018M08;1.298.595
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2018M07;1.238.504
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2018M06;1.044.950
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2018M05;1.086.904
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2018M04;952.051
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2018M03;628.792
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2018M02;468.570
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2018M01;455.107
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2017M12;397.623
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2017M11;494.020
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2017M10;1.000.840
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2017M09;1.189.637
